type,db,y,yp,ypl,file
electrode,mp,1,0.999964,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Sn2(PO4)3_mp-757899_computed.cif
electrode,mp,1,0.9999975,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiSn2P3O10_mp-673119_computed.cif
electrode,mp,1,0.99729866,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFe4(BO3)4_mp-774381_computed.cif
electrode,mp,1,0.2983089,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2VO3_mp-774192_computed.cif
electrode,mp-avail-in-cod,1,0.999648,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFePO4_mp-774251_computed.cif
electrode,mp-avail-in-cod,1,0.7020366,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li8Mn(O2F)2_mp-763440_computed.cif
electrode,mp-avail-in-cod,1,0.65915126,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li8Mn(O2F)2_mp-780086_computed.cif
electrode,mp,1,0.995802,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3V8O16_mp-1177934_computed.cif
electrode,mp,1,0.9669087,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiMn2O2F3_mp-1176658_computed.cif
electrode,mp,1,0.5219658,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2V5O10_mp-762287_computed.cif
electrode,mp,1,0.9992022,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2FeP2O7_mp-697811_computed.cif
electrode,mp,1,0.99944323,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFeP2O7_mp-1101512_computed.cif
electrode,mp,1,0.8806919,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiMn5O3F5_mp-763431_computed.cif
electrode,mp,1,0.9492332,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Mn3Co3(CuO8)2_mp-771073_computed.cif
electrode,mp,1,0.9452092,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3V2(OF)4_mp-776500_computed.cif
electrode,mp-avail-in-cod,1,0.9992378,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV3OF11_mp-1176554_computed.cif
electrode,mp,1,0.991503,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4V3OF11_mp-780283_computed.cif
electrode,mp,1,0.99089175,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFeP2O7_mp-697764_computed.cif
electrode,mp,1,0.9999969,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Cr2(SO4)3_mp-770410_computed.cif
electrode,mp,1,0.99981946,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCr(SO4)2_mp-780338_computed.cif
electrode,mp,1,0.9999653,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCr(SO4)2_mp-776761_computed.cif
electrode,mp-avail-in-cod,1,0.91547287,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li11V6O5F19_mp-780480_computed.cif
electrode,mp,1,0.99984264,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFe(PO3)3_mp-762657_computed.cif
electrode,mp,1,0.9999304,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Fe2P5O16_mp-31885_computed.cif
electrode,mp,1,0.99999774,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFe(PO3)4_mp-540356_computed.cif
electrode,mp,1,0.9999703,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFe5(P2O7)4_mp-705376_computed.cif
electrode,mp,1,0.978885,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiVOF3_mp-765230_computed.cif
electrode,mp,1,0.98851216,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiVOF3_mp-765498_computed.cif
electrode,mp,1,0.9992054,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiSn(PO3)3_mp-504211_computed.cif
electrode,mp,1,0.9999931,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Sn2P5O16_mp-684470_computed.cif
electrode,mp,1,0.9999498,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2SnP2O7_mp-26407_computed.cif
electrode,mp,1,0.9986822,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2SnP2O7_mp-27033_computed.cif
electrode,mp,1,0.99985397,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFe3P4O15_mp-705381_computed.cif
electrode,mp,1,0.99834967,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiSn4(PO4)3_mp-673101_computed.cif
electrode,mp,1,0.99996877,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li8BiO6_mp-754586_computed.cif
electrode,mp,1,0.9991788,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li7Fe4(PO4)6_mp-772517_computed.cif
electrode,mp,1,0.9999306,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Fe2(PO4)3_mp-776769_computed.cif
electrode,mp,1,0.9227511,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3V4(OF3)3_mp-779062_computed.cif
electrode,mp,1,0.9478204,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3V4(OF3)3_mp-850774_computed.cif
electrode,mp,1,0.97469455,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV4O5F7_mp-779059_computed.cif
electrode,mp,1,0.9942472,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2FePO5_mp-761481_computed.cif
electrode,mp,1,0.993554,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li9Fe4(PO5)4_mp-1176795_computed.cif
electrode,mp,1,0.9992679,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFe2P2O9_mp-1013910_computed.cif
electrode,mp,1,0.9998863,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFe3P3O11_mp-705089_computed.cif
electrode,mp,1,0.9748277,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFeP2O7_mp-31837_computed.cif
electrode,mp,1,0.9978671,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li(TiS2)3_mp-19755_computed.cif
electrode,mp-avail-in-cod,1,0.9737526,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV2(OF)3_mp-779054_computed.cif
electrode,mp,1,0.99833256,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2FeP2O7_mp-540231_computed.cif
electrode,mp,1,0.9991386,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Fe5(PO4)4_mp-540431_computed.cif
electrode,mp,1,0.8844348,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2CrCo3O8_mp-761748_computed.cif
electrode,mp,1,0.9998259,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Sn(PO3)6_mp-673092_computed.cif
electrode,mp,1,0.95818263,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/KLi(WO3)3_mp-1178148_computed.cif
electrode,mp-avail-in-cod,1,0.9927337,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV2O5_mp-627993_computed.cif
electrode,mp-avail-in-cod,1,0.9999951,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiSn(PO3)4_mp-757663_computed.cif
electrode,mp-avail-in-cod,1,0.9998331,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiSn(PO3)4_mp-765286_computed.cif
electrode,mp-avail-in-cod,1,0.99997294,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiSn(PO3)3_mp-758086_computed.cif
electrode,mp-avail-in-cod,1,0.9994735,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiSn(PO3)3_mp-684503_computed.cif
electrode,mp,1,0.999778,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiSn(PO3)3_mp-26897_computed.cif
electrode,mp,1,0.9999937,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiSn2(PO3)5_mp-26949_computed.cif
electrode,mp,1,0.9999032,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li9Sn3P8O29_mp-779010_computed.cif
electrode,mp,1,0.9999995,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiSn(PO3)4_mp-25907_computed.cif
electrode,mp,1,0.99887365,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Sn(PO3)4_mp-26855_computed.cif
electrode,mp-avail-in-cod,1,0.9998704,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiSn(PO3)3_mp-684509_computed.cif
electrode,mp,1,0.99972147,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2SnP2O7_mp-26649_computed.cif
electrode,mp,1,0.99170715,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Ni3TeO8_mp-1177536_computed.cif
electrode,mp,1,0.99916685,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiMnP2HO7_mp-783907_computed.cif
electrode,mp,1,0.98571163,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Fe3SbO8_mp-780303_computed.cif
electrode,mp,1,0.9245515,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li6Fe5SbO12_mp-765615_computed.cif
electrode,mp,1,0.9999937,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Sn2(PO4)3_mp-585408_computed.cif
electrode,mp,1,0.9999931,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiSn2P3O10_mp-684493_computed.cif
electrode,mp,1,0.99994063,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiSn6P7O24_mp-684052_computed.cif
electrode,mp,1,0.9998795,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiSnPO4_mp-26299_computed.cif
electrode,mp,1,0.9999846,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiSn4(PO4)3_mp-673024_computed.cif
electrode,mp,1,0.9965019,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2MnFe2(PO4)3_mp-767440_computed.cif
electrode,mp-avail-in-cod,1,0.9834631,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFePO4_mp-19017_computed.cif
electrode,mp,1,0.9499833,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li6V2OF11_mp-765834_computed.cif
electrode,mp,1,0.6347614,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiVO2_mp-19340_computed.cif
electrode,mp,1,0.18882972,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li8V11O22_mp-768084_computed.cif
electrode,mp,1,0.9881023,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li12Mn11Fe(PO4)12_mp-775195_computed.cif
electrode,mp,1,0.9996076,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Cu2P5O16_mp-25871_computed.cif
electrode,mp,1,0.999982,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Cu(PO3)4_mp-26267_computed.cif
electrode,mp-avail-in-cod,1,0.9998227,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCu(PO3)3_mp-759435_computed.cif
electrode,mp,1,0.18361872,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV5O10_mp-1222710_computed.cif
electrode,mp,1,0.1720913,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4VO3F2_mp-764753_computed.cif
electrode,mp,1,0.99973065,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Cu(PO4)2_mp-26223_computed.cif
electrode,mp,1,0.99394035,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCu5P3O13_mp-26795_computed.cif
electrode,mp,1,0.5533464,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3VO3F_mp-764730_computed.cif
electrode,mp-avail-in-cod,1,0.9966454,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV3OF11_mp-1176596_computed.cif
electrode,mp,1,0.9991787,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li9Co3P8O29_mp-1101531_computed.cif
electrode,mp,1,0.9999995,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCo(PO3)4_mp-31603_computed.cif
electrode,mp,1,0.99839044,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFe2(BO3)2_mp-764904_computed.cif
electrode,mp,1,0.9985476,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Fe8(BO3)8_mp-1177659_computed.cif
electrode,mp-avail-in-cod,1,0.99260825,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li5V6O5F19_mp-779337_computed.cif
electrode,mp,1,0.9868733,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCuPO4_mp-25885_computed.cif
electrode,mp,1,0.9818439,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2CuPO4_mp-26851_computed.cif
electrode,mp,1,0.9941346,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2CuPO4_mp-26695_computed.cif
electrode,mp,1,0.95805633,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiVOF3_mp-764721_computed.cif
electrode,mp,1,0.99235123,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiVOF3_mp-765521_computed.cif
electrode,mp-avail-in-cod,1,0.88185436,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV2O5_mp-777667_computed.cif
electrode,mp,1,0.49369025,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3V5O12_mp-1177476_computed.cif
electrode,mp,1,0.9288744,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3V5O12_mp-777675_computed.cif
electrode,mp,1,0.99675757,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Co3(PO4)4_mp-31614_computed.cif
electrode,mp,1,0.99957746,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV6O15_mp-776036_computed.cif
electrode,mp-avail-in-cod,1,0.9583915,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV2O5_mp-19408_computed.cif
electrode,mp,1,0.98871267,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV4OF11_mp-1176557_computed.cif
electrode,mp,1,0.99947757,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFePO4_mp-761486_computed.cif
electrode,mp,1,0.9812402,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFePO4_mp-18951_computed.cif
electrode,mp,1,0.99956197,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCoP2O7_mp-705332_computed.cif
electrode,mp,1,0.9667808,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2SiNiO4_mp-1177860_computed.cif
electrode,mp,1,0.9992719,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFePO4_mp-704251_computed.cif
electrode,mp,1,0.9916809,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2VOF4_mp-780857_computed.cif
electrode,mp,1,0.9992606,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFePO4_mp-694615_computed.cif
electrode,mp-avail-in-cod,1,0.9781989,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFePO4_mp-850917_computed.cif
electrode,mp,1,0.9997931,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiFePO4_mp-585400_computed.cif
electrode,mp,1,0.8369851,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3VOF5_mp-765358_computed.cif
electrode,mp,1,0.7188514,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3V4O7F5_mp-765375_computed.cif
electrode,mp-avail-in-cod,1,0.91587067,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV2OF5_mp-767433_computed.cif
electrode,mp-avail-in-cod,1,0.93925285,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV2OF5_mp-778879_computed.cif
electrode,mp,1,0.090894856,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2VO2_mp-774411_computed.cif
electrode,mp,1,0.84416825,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2FeCo3O8_mp-761763_computed.cif
electrode,mp-avail-in-cod,1,0.99851376,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV3OF11_mp-1176563_computed.cif
electrode,mp-avail-in-cod,1,0.9973508,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV3OF11_mp-1176567_computed.cif
electrode,mp-avail-in-cod,1,0.9958962,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li5V6O5F19_mp-1177030_computed.cif
electrode,mp-avail-in-cod,1,0.9245495,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li11V6O5F19_mp-779345_computed.cif
electrode,mp,1,0.08703868,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Fe2CoO6_mp-761592_computed.cif
electrode,mp,1,0.40824544,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3VO3F_mp-764917_computed.cif
electrode,mp,1,0.9983015,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV3OF11_mp-850742_computed.cif
electrode,mp,1,0.73726845,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4V3OF11_mp-765238_computed.cif
electrode,mp,1,0.9262147,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiVOF3_mp-764760_computed.cif
electrode,mp-avail-in-cod,1,0.98861176,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV4OF11_mp-779759_computed.cif
electrode,mp-avail-in-cod,1,0.9971042,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li5V6O5F19_mp-780936_computed.cif
electrode,mp-avail-in-cod,1,0.9954216,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li5V6O5F19_mp-1177029_computed.cif
electrode,mp,1,0.9864182,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiVOF3_mp-850913_computed.cif
electrode,mp,1,0.999546,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Mn2P4H3O16_mp-771909_computed.cif
electrode,mp-avail-in-cod,1,0.9910745,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV4OF11_mp-779753_computed.cif
electrode,mp,1,0.79470164,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Mn(CoO3)2_mp-761633_computed.cif
electrode,mp-avail-in-cod,1,0.9830619,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV4OF11_mp-1176561_computed.cif
electrode,mp,1,0.9987519,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li6Mn3Fe(PO4)6_mp-1176969_computed.cif
electrode,mp,1,0.97674656,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Mn3Fe(PO4)4_mp-773519_computed.cif
electrode,mp-avail-in-cod,1,0.95599055,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV2OF5_mp-779058_computed.cif
electrode,mp,1,0.6726121,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li5Mn2CoO8_mp-1174049_computed.cif
electrode,mp,1,0.319144,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiMn2CoO6_mp-1176665_computed.cif
electrode,mp,1,0.9982711,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2CuP2O7_mp-25943_computed.cif
electrode,mp-avail-in-cod,1,0.9999894,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCu(PO3)3_mp-558431_computed.cif
electrode,mp-avail-in-cod,1,0.99979657,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCu(PO3)3_mp-12185_computed.cif
electrode,mp,1,0.9946418,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li6Cu9(PO4)8_mp-26303_computed.cif
electrode,mp-avail-in-cod,1,0.9999901,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiSb(PO3)4_mp-673126_computed.cif
electrode,mp,1,0.9999993,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiSb(PO3)4_mp-684082_computed.cif
electrode,mp-avail-in-cod,1,0.9999858,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiSb(PO3)4_mp-684427_computed.cif
electrode,mp,1,0.98535,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV4O5F7_mp-779340_computed.cif
electrode,mp,1,0.99228066,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCu4(PO4)3_mp-26741_computed.cif
electrode,mp,1,0.9999995,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiSb(PO3)4_mp-504207_computed.cif
electrode,mp-avail-in-cod,1,0.99999833,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Sb2(PO4)3_mp-684539_computed.cif
electrode,mp,1,0.9999957,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Sb2(PO4)3_mp-761135_computed.cif
electrode,mp,1,0.99980885,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCo2(PO3)5_mp-1101526_computed.cif
electrode,mp-avail-in-cod,1,0.99797565,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2CuPO4_mp-27047_computed.cif
electrode,mp-avail-in-cod,1,0.9995634,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li6Co5(P2O7)4_mp-769575_computed.cif
electrode,mp,1,0.9995214,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Co2(PO4)3_mp-775012_computed.cif
electrode,mp,1,0.46898997,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV2O3F_mp-765841_computed.cif
electrode,mp,1,0.8937856,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV2OF5_mp-783911_computed.cif
electrode,mp-avail-in-cod,1,0.9872155,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV2(OF)3_mp-782821_computed.cif
electrode,mp,1,0.8701117,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Mn3NiO8_mp-769631_computed.cif
electrode,mp,1,0.6681923,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV3O5F3_mp-764754_computed.cif
electrode,mp,1,0.25184628,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2VO2F_mp-763051_computed.cif
electrode,mp,1,0.9987758,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2CoP2O7_mp-31604_computed.cif
electrode,mp,1,0.98929954,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2MnFe(PO4)2_mp-775189_computed.cif
electrode,mp,1,0.92607623,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/KLi(WO3)6_mp-775511_computed.cif
electrode,mp,1,0.9892942,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li3Co3SbO8_mp-772208_computed.cif
electrode,mp,1,0.9914745,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li10Sc9Fe(SiO3)20_mp-1178101_computed.cif
electrode,mp,1,0.995758,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Mn3Fe3(PO4)6_mp-1177464_computed.cif
electrode,mp,1,0.99989295,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li8Mn7Fe(PO4)12_mp-776668_computed.cif
electrode,mp,1,0.999926,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCuP4O11_mp-780764_computed.cif
electrode,mp,1,0.3788244,-1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiV6O7F5_mp-778623_computed.cif
electrode,mp-avail-in-cod,1,0.99999607,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Cu(PO3)4_mp-26261_computed.cif
electrode,mp,1,0.9940539,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCu2P3O10_mp-26531_computed.cif
electrode,mp,1,0.99904007,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li4Cu(PO4)2_mp-26312_computed.cif
electrode,mp,1,0.9936207,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Mn2Fe(PO4)3_mp-776051_computed.cif
electrode,mp,1,0.99980956,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCoPO4_mp-1176778_computed.cif
electrode,mp,1,0.9851761,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCoPO4_mp-772438_computed.cif
electrode,mp,1,0.99796164,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Cu3(P2O7)2_mp-26823_computed.cif
electrode,mp,1,0.99518025,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCu4(PO4)3_mp-504260_computed.cif
electrode,mp,1,0.99989855,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Co(PO3)5_mp-705362_computed.cif
electrode,mp,1,0.99979967,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/Li2Co(PO3)4_mp-540530_computed.cif
electrode,mp,1,0.9999962,1.0,/home/adavar2/Data/syn/electrode_materials/downloads_2/LiCo(PO3)4_mp-31600_computed.cif
