id,y,yp
mp-567872,-0.7710958933333334,-0.70034605
mp-864794,-0.0283403400000001,-0.042522293
mp-1096317,1.066814986875,0.9945594
mp-1521862,-2.442617848155173,-2.4085636
mp-10883,-0.2481394574999997,-0.2698167
mp-1218442,-2.1559434970833333,-2.1982696
mp-1522449,-2.9082424084074074,-2.9161148
mp-1206483,-1.7031166349999998,-1.6345716
mp-569812,-1.246649354000001,-1.2218547
mp-1187212,-0.464163096250001,-0.36011598
mp-1520494,-3.045307897500001,-3.028764
mvc-5576,-2.4846157353125,-2.519435
mp-1244977,-0.8481841862000009,-0.8782976
mp-510250,-2.382378551145834,-2.386364
mp-1211492,-4.188370080383335,-4.1985445
mp-27510,-2.3413131579802973,-2.2599556
mp-777855,-2.369248884833334,-2.3660028
mp-776981,-2.5625911370186776,-2.5805523
mp-1178466,-2.08423843,-2.0274744
mp-554101,-2.0584667015277787,-2.0430617
mp-972055,0.1678693481250001,0.26852307
mp-1254061,-1.9415022338461536,-2.0149539
mp-541860,-1.8487539952083336,-1.8756189
mp-567156,-0.4654093027272724,-0.42909577
mp-1111150,-2.747322012933334,-2.777516
mp-999357,-1.092137897500001,-1.1143824
mp-1190989,0.0375817504761905,0.120403945
mp-1208687,-3.7245156046969705,-3.709354
mp-1222236,-3.0642082645000004,-3.0957572
mp-1210529,-2.013410539965517,-2.0015478
mp-24725,-0.4554094282407412,-0.5625576
mp-1200865,-1.2855740107812492,-1.295743
mp-17569,-2.916617523888889,-2.883677
mp-1079111,-3.5577356616666664,-3.556005
mp-1207293,-1.317729486999999,-1.2809519
mp-1017199,0.3758159140624997,0.3736826
mvc-13971,-2.7919623083333334,-2.856393
mp-1936,-0.5357579875000003,-0.53812236
mp-773046,-3.3005590334615382,-3.3182878
mp-1216129,-2.4721491546421097,-2.443264
mp-1195856,-0.6194543260625004,-0.5965071
mp-505786,-1.4986383957999998,-1.533918
mp-1185868,0.1213808075,0.11832386
mp-1219865,-2.788126994090909,-2.769059
mp-683929,-0.7828119642536714,-0.7099997
mp-1236935,0.2678947942857143,0.024602355
mp-672708,-0.3305473957500006,-0.38482568
mp-761162,-2.7917939642049823,-2.7972445
mp-1225704,0.0733156600000004,0.04176126
mp-1208894,-0.7961716885000001,-0.8124687
mp-866064,-0.733521825,-0.69566274
mp-632348,-2.1899003937500003,-2.3720021
mp-1077428,-0.1902958577777772,-0.15132283
mp-10020,-0.1390143674999997,-0.11718298
mp-626553,-1.3553349268518526,-1.382933
mp-6781,-0.5135696629166668,-0.50557756
mp-861916,-0.7373262150000004,-0.7411437
mp-662590,-0.5567931530769232,-0.55954176
mp-761124,-2.3449246843831424,-2.3205287
mp-614456,0.00829941,0.055340312
mp-1275789,-1.844222550555556,-1.8103868
mp-1224570,-2.0844824791720944,-2.0642524
mp-1222180,-2.7011303697500013,-2.7014604
mp-1227487,-2.870472233000001,-2.893267
mp-1195376,-1.6763675639166675,-1.6877369
mp-1200529,-1.4202574621875002,-1.3850043
mp-1040304,-2.958802323333333,-2.962545
mp-1520370,-2.767065644,-2.7393265
mp-1213030,0.4262822759999992,0.4018
mp-1100605,-1.82530779471444,-1.8214799
mp-1181505,-0.4600635969444448,-0.57159615
mp-1201967,0.3642546869166665,0.40181744
mp-780798,-1.9893303045534931,-1.9873152
mp-31815,-2.3501698391025645,-2.3560379
mp-756661,-1.5024752493750002,-1.4535758
mp-1212004,-2.0235942094318182,-1.9890506
mp-569849,-0.2196414676315792,-0.21646112
mp-1112401,-2.470067487793103,-2.4325356
mp-980757,-1.0339563637499998,-0.93682075
mp-1097190,2.319866866666666,2.1795487
mp-625809,-1.0396712963636368,-1.2377647
mp-1215676,-0.6223956188888891,-0.60447496
mp-1074798,0.1008096899999996,0.092374414
mp-759509,-2.452798179099616,-2.3807116
mp-1198253,0.1547951797459147,0.06026738
mp-1094472,0.0124060199999984,0.020581387
mp-867239,-0.236390011666666,-0.43745613
mp-1188449,-2.481755849999999,-2.467702
mp-1186092,0.7783739025862064,0.78354734
mp-1179371,-1.3477460976543216,-1.3549043
mp-1245896,-0.1996137205172405,-0.14754066
mp-1079776,-0.2550462172222233,-0.30995733
mp-9634,-1.0335983462619731,-1.022302
mp-12625,-2.589120894,-2.5512736
mp-1113959,-2.7037450891103454,-2.690769
mp-11269,-0.6468956070000005,-0.58673453
mp-1187251,-0.4627126574999991,-0.5665209
mp-1189460,-1.9040294611973183,-1.8885467
mp-1206877,-0.5676045199999997,-0.52747416
mp-1097006,-0.1069686156000003,-0.22356606
mp-555635,-2.199181419,-2.2192872
mp-774371,-2.9778189701250843,-2.9564064
mp-1542042,-1.1787818166430015,-1.1676204
mp-505820,-0.520934839652778,-0.56839114
mp-1222551,-0.3532698958333332,-0.3491447
mp-1224655,-2.815534013666668,-2.713945
mp-1246123,-0.663824998636364,-0.58934045
mp-1039843,-2.8598744234375,-2.8718014
mp-1211645,-3.630434157566667,-3.5360272
mp-1112716,-1.9367845688862064,-1.9201525
mp-1223007,-4.2156665269,-4.3310714
mp-1661302,-2.544127268269232,-2.5201347
mp-541620,-1.8418639939583343,-1.8320943
mp-780043,-1.9906727363888883,-1.9767587
mp-775874,-2.9742582047619046,-2.976472
mp-1218299,-1.1292247380555551,-1.1298091
mp-632480,-0.2600204036250002,-0.3005501
mp-768726,-2.2197129001341,-2.211221
mp-1522329,-3.5051326005000005,-3.4840832
mp-1211516,-2.6740378338000004,-2.6251087
mp-1223642,-0.2687765935416664,-0.23213108
mp-1186246,0.0318621456250003,0.0015797686
mp-557118,-3.247134710833333,-3.1799695
mp-764630,-1.285158879852941,-1.307616
mp-1073306,0.1724438266666664,0.16037342
mp-22503,-0.3947324462500008,-0.38532844
mp-26777,-2.633712354318181,-2.66962
mp-1214133,-3.028096575555556,-3.018574
mp-772817,-2.2051887213333328,-2.1561124
mp-1214485,-3.167006316,-3.0998275
mvc-5174,-0.6457572000000001,-0.6779921
mp-1196607,-1.1389085175862068,-1.1033593
mp-1192626,-0.5200320359259271,-0.54217756
mp-1245502,-1.1850764999999996,-1.1962523
mp-1204927,-1.2345665641176466,-1.2245091
mp-28163,-2.4208131051428574,-2.3879974
mp-510662,-1.2800832352714913,-1.2541722
mp-849221,-2.285630827752874,-2.2983522
mp-1202339,-1.3305516511363626,-1.2661575
mp-625631,-0.1463990066666672,-0.24266541
mp-1220978,-0.7574933478340512,-0.6833625
mp-504844,-2.411980132500001,-2.3784184
mp-1216696,0.0838472991666664,-0.050296515
mp-772177,-1.5338680719047622,-1.5676862
mp-1173143,-2.970429601851853,-2.9734123
mp-566608,-3.419030488611112,-3.3681006
mp-1190942,-0.3498528593939392,-0.27888057
mp-1093784,0.8107329825000003,0.91854286
mp-1208811,-2.1575373622222216,-2.0125418
mp-675264,-0.5953462956620694,-0.6396481
mp-638226,-0.4571807626666664,-0.43280897
mp-1219745,-0.3432740202777775,-0.361195
mp-1178447,-2.2405923595833337,-2.2723413
mp-776105,-2.9375828408045983,-2.9111774
mp-864888,-0.0467808649999999,-0.03451576
mp-27138,-1.4893861637142856,-1.4560633
mp-1102865,-1.2165948268055555,-1.1822761
mp-1035839,-2.873881127083333,-2.8865488
mp-865459,-0.4404485579166657,-0.409574
mp-10963,-0.4782310709635413,-0.46966588
mp-20163,-2.256263018875001,-2.2773588
mp-1203446,-4.135394912,-4.170894
mp-15704,-1.4001439712500003,-1.2695969
mp-8751,-1.3452235163194448,-1.2762161
mp-1238309,-2.7754893507407408,-2.784664
mp-1228056,-0.3129768263054181,-0.252648
mp-1208826,-0.6882729243750001,-0.6522021
mp-28497,-1.9149092836945816,-1.9418095
mp-1188995,-0.3815558816666652,-0.3619949
mp-1203513,-0.4641888038970592,-0.47378185
mp-19847,-1.0908164889999994,-1.0884191
mp-1245153,-1.770944108238096,-1.9633733
mp-1953,-0.4069445316666673,-0.36691287
mp-22319,-0.2736273769230768,-0.22518225
mp-1226033,-0.6022398673809529,-0.63408035
mp-1284814,-2.4135190638998347,-2.386952
mp-1205334,-0.9571132659375,-0.9110148
mp-1220556,-1.8194899215,-1.8045326
mp-765589,-2.9688072683333333,-2.9423263
mp-1173309,-1.8123421273203129,-1.7791885
mp-1192762,-1.242035668928571,-1.4101351
mp-20821,-0.1953661978124996,-0.20463556
mp-542106,-0.4436621833333335,-0.43300572
mvc-14626,0.0038216660000003,0.0012918335
mp-777804,-2.7465686765972226,-2.7103436
mp-27800,0.0062614852962965,-0.058417033
mp-770390,-1.7326025778508776,-1.759008
mp-26925,-2.3754550437037034,-2.4098458
mp-1206234,-3.0329156416666656,-3.0589712
mp-542979,-1.885781857799673,-1.866393
mp-1213223,-1.844513012,-1.8082323
mp-760152,-2.407566446944444,-2.4411309
mp-864894,-0.4421381650000002,-0.45843372
mp-1292551,-2.47694926708886,-2.4626572
mp-1221897,-1.6294519175615767,-1.6104751
mp-1009540,0.7160328424999989,0.65877753
mp-3719,-1.4858629296874994,-1.4361682
mp-1216539,-0.9409618393333332,-1.028556
mp-677733,-2.9876670531228067,-2.9891462
mp-510467,-1.7856466812272729,-1.8190342
mp-554446,-2.513592149305555,-2.489658
mp-1228769,-2.302451330441176,-2.2500956
mp-1189137,-0.4114720007352941,-0.42886692
mvc-157,-1.811612656153848,-1.7831185
mp-35205,-1.910036339505208,-1.917329
mp-1187801,0.0046414499999993,0.0014687693
mp-1207417,-0.518241363125,-0.5195456
mp-753358,-1.6276350006521745,-1.576485
mp-554787,-1.6369219149999996,-1.6522355
mp-1218400,-2.4909749288888894,-2.4855752
mp-1185330,-0.4233615608333338,-0.48781303
mp-775198,-2.8791953191176463,-2.8732703
mvc-6966,-1.8411621307142847,-1.89569
mp-754704,-1.7518007568750005,-1.7090052
mp-28982,-1.3319081972222224,-1.3320775
mp-1009813,0.1919968174999997,0.14507194
mp-1001117,-0.2379258327586214,-0.3248276
mp-1093757,2.2816165991666666,2.1627526
mp-1229223,-1.4428933765686285,-1.518754
mp-1201794,-0.028737532416666,-0.045760013
mp-1239458,-2.7752490587962964,-2.7735085
mp-1245929,0.0094860019999998,0.012139361
mp-23311,-2.391761375,-2.313026
mp-348,-0.9494574833333332,-0.9524081
mp-1192336,-2.7447798233333343,-2.8059618
mp-753543,-2.4741096238888893,-2.4991164
mp-1297,-0.2153038336363635,-0.22993013
mp-863436,-1.4406145404687507,-1.4145722
mp-9812,-1.822855139,-1.8318897
mp-720266,-1.4839206832954543,-1.4512633
mp-25448,-2.7578040973958338,-2.7382853
mp-18658,-1.7708898142857146,-1.6908678
mvc-15035,-2.314117784705884,-2.3472855
mp-1197183,-1.688099696607143,-1.6426278
mp-1245206,-1.6930201957516335,-1.6908869
mp-1173580,-0.5328324472187489,-0.5721689
mp-542027,-1.7713102399999996,-1.7448786
mp-975385,-0.5978283683333337,-0.57427436
mp-1218301,-3.221802308101853,-3.2571747
mp-1181794,-0.5465488898214288,-0.65592647
mp-9798,-0.767052543125,-0.74848676
mp-771058,-2.2317140680208336,-2.2288227
mp-1114693,-3.52660801425,-3.4830587
mp-1120810,-1.2584983812239583,-1.2650341
mp-1097034,-1.2747814105708328,-1.2692665
mp-5383,-0.2575028024999994,-0.23937875
mp-865471,-0.2377400268750005,-0.22677456
mp-1177222,-2.5718953704545457,-2.5737739
mp-1225840,-0.2036374680034723,-0.18376254
mp-759871,-2.497202568425928,-2.5017016
mp-1179439,-1.7646824834659094,-1.7104659
mp-975057,0.6338189668749998,0.70018315
mp-757123,-2.755784741190477,-2.7282104
mp-1214116,-3.478180185166667,-3.4905596
mp-1195440,-1.5880630481249998,-1.5893686
mp-866176,-0.5066612591666666,-0.48448154
mp-1105495,-3.4097016038333328,-3.4065142
mp-1104796,-0.3417126670557036,-0.31914628
mp-1177768,-2.3681677265740744,-2.3151927
mp-1207982,-0.8003380150000002,-0.7738212
mp-1198325,-2.7883142290849303,-2.7856705
mp-1113750,-2.1888722236666665,-2.1552029
mp-1214141,-0.5028582942500002,-0.516397
mp-781788,-2.9287641713703705,-2.9181976
mp-1097328,4.1655179050000015,4.113995
mp-1191096,-0.1916957513043482,-0.29421747
mp-1188625,-1.6320488745,-1.5701625
mp-1319461,-2.1078720107579025,-2.109717
mp-780570,-2.3034786380303016,-2.3093565
mp-13530,-2.800360995833333,-2.7987487
mp-1519857,-2.84369838305,-2.8460312
mp-1209808,-0.581617500499999,-0.58538425
mp-1180468,-1.5707916545000002,-1.4897227
mvc-11286,-0.571414558076923,-0.6180022
mp-757611,-2.3712824977380955,-2.3242817
mp-677732,-3.165904799015152,-3.27377
mp-1070857,-0.5477037016666664,-0.5379317
mvc-12227,-2.457464201699508,-2.4720783
mp-697820,-2.633186328793104,-2.648312
mp-1096748,3.3075584750000004,3.1870596
mp-1202228,-1.1602413591666665,-1.1763817
mp-1095704,-2.880606311484375,-2.857638
mp-1101239,-2.7475563109722216,-2.744549
mp-1207999,-0.8965168661261264,-0.8399296
mp-557826,-3.231877315133333,-3.1972558
mp-1207265,-0.8502563112239585,-0.8335445
mp-757815,-2.0527640619047625,-2.0541537
mp-29598,-0.6689503099904215,-0.6849817
mp-5571,-0.4183516431730768,-0.44272804
mp-754135,-2.8982684441687203,-2.9063349
mvc-16137,-2.6580568219230765,-2.75818
mp-669393,-0.6592640100000005,-0.64911824
mp-1228872,-1.5223436266000003,-1.5706412
mp-1094712,0.4929556516666666,0.48791125
mp-1076545,-2.1856433332030654,-2.2422302
mp-1078948,-0.7325231886666671,-0.70286316
mp-1201848,-1.5433399491857642,-1.5929468
mp-1094575,-0.0354643550000002,-0.025363965
mp-1096815,-3.3890165576086964,-3.416066
mp-559155,-2.723909636416665,-2.7010322
mp-765459,-2.0648039257816104,-2.0572731
mp-753293,-2.4573356961111106,-2.4059284
mp-1247560,-2.8036201080208336,-2.7395005
mp-2564,-0.0578280183333332,-0.0059544826
mp-28230,-0.5847535498958338,-0.6118668
mp-1180534,0.6256270351724138,0.47474143
mp-23837,-1.7561331634615391,-1.7450203
mp-14649,-3.0549282697727262,-3.0068283
mp-849633,-2.3819501382156543,-2.397215
mp-755893,-2.2642227315,-2.2526495
mp-12120,-0.1251112175000006,0.014223605
mp-557426,-3.4118098272044337,-3.403251
mp-746692,-2.172790690149425,-2.145035
mp-1221222,-3.2068762731971048,-3.253233
mp-556583,-2.8096894945431043,-2.8089046
mp-778245,-2.72253152198718,-2.8105276
mp-32829,-0.4585341759999999,-0.49807838
mp-1260852,0.1770657824999997,0.21150827
mp-1518518,-1.7299975435,-1.7975086
mp-557303,-0.6929971654761898,-0.71992
mp-777361,-2.9488850980244248,-2.9407334
mp-768851,-2.564045499583333,-2.5367696
mp-1204068,-1.5952740951250006,-1.616392
mp-1216752,-1.9908875765451388,-1.9911045
mp-4207,-0.5367220549999994,-0.4166357
mp-21518,-0.2125374883333333,-0.28424263
mp-1208315,0.9516959825,0.94677
mp-1210006,-4.043792405684866,-4.01769
mp-1212861,-0.8253606421428573,-0.7998581
mp-1190275,0.9217561575000004,0.9968241
mp-1197406,-1.4144508445769235,-1.5097923
mp-1209031,-2.026514113625,-1.975119
mp-1205784,-0.5341648760606064,-0.5634694
mp-31130,-0.4301461420454535,-0.449803
mp-21190,-1.816198133625,-1.8353461
mp-1225571,-0.5685099042857148,-0.5780247
mp-569028,-1.5713781472222224,-1.5387778
mp-861508,-0.4447712174999996,-0.47564074
mp-865262,-0.4620396866666656,-0.4613605
mp-770871,-2.1560878539999995,-2.1807928
mp-1113320,-1.6403167267499996,-1.6568718
mp-1216659,-0.8138839413392854,-0.8615114
mp-1208456,-0.7176468251351349,-0.7030109
mp-780860,-2.253013713787879,-2.3461428
mp-22324,-1.1283730958333331,-1.1252375
mp-1147562,-0.3355462235714291,-0.48795158
mp-6648,-2.8002913174423067,-2.76565
mp-743588,-1.637392447953045,-1.6471183
mp-1220244,-0.3514853450000004,-0.4636289
mp-695305,-2.0209969064918587,-2.0787842
mp-1191549,-2.0778153646875004,-2.1176298
mp-1179290,-0.7850192146428573,-0.7365704
mp-1219315,-0.4671356681249996,-0.46451265
mp-1290742,-1.714427897708334,-1.7193638
mp-753403,-1.5713978898484853,-1.5485402
mp-10381,-0.3609416027500005,-0.33036914
mp-976397,-0.2246662677777785,-0.300669
mp-1186177,-0.2395437408045975,-0.27891275
mp-1080767,-0.5765718979999995,-0.57234514
mp-763535,-2.4318778891071418,-2.40311
mp-757219,-2.4527361465476183,-2.391544
mp-771669,-2.0446989771055386,-2.0053337
mp-759408,-0.3679912726893946,-0.33287415
mp-1306582,-2.260484815384616,-2.2238214
mp-760344,-2.2750700414655176,-2.247842
mp-1180393,-2.099986306063219,-2.0832267
mp-755039,-2.459201534027778,-2.4531384
mp-754364,-3.0545982604761903,-3.0716517
mp-542719,-2.8141101573941323,-2.779556
mp-973936,-0.0530769275000002,-0.22954668
mp-1097082,2.5574262475,2.4836433
mp-704637,-2.9545603692391307,-2.9681451
mp-759696,-2.464597704682539,-2.4567063
mp-1219982,-0.4161183416666662,-0.36328313
mp-1186679,-0.5221306493750006,-0.5918282
mp-1247244,-0.8861532766666661,-0.7912872
mp-16789,-1.8484566042083328,-1.797252
mp-722864,-0.7618888011111109,-0.710853
mp-753512,-2.72198342,-2.813896
mp-1106099,-3.0849973571264373,-3.1050913
mp-755534,-2.724360098,-2.7059183
mp-1070761,-0.4353680796666666,-0.3774565
mp-1208539,-2.711577369230769,-2.649233
mp-1224715,-0.0013514275000003,-0.07028286
mp-770957,-1.7971893228571432,-1.7115357
mp-22289,-0.156239133965518,-0.15408696
mp-752900,-2.552385129583333,-2.5313587
mp-1191367,-0.6362019412499992,-0.6798074
mp-3102,-1.0675226783749998,-1.1006187
mp-17004,-3.58925483375,-3.6383743
mp-1103590,-1.1433162682291669,-1.0360509
mp-1104011,-1.3131669596551727,-1.3079468
mp-1058315,0.5965879118333333,0.69959277
mp-1188447,-3.6180474615000007,-3.640748
mp-1186058,-0.1430644186637932,-0.17413385
mp-1220043,-2.0293235575892856,-2.0001159
mp-1013526,-1.18312229875,-1.2581446
mp-759051,-1.2691266066145834,-1.243081
mp-696181,-1.371131518695652,-1.4097922
mp-1189623,-0.4427137436264374,-0.43767607
mp-1079569,-0.4444512288888897,-0.41822994
mp-7378,-0.3781714471839083,-0.42331547
mp-1267554,-2.04615408922619,-2.0143402
mp-7959,-3.14328697575,-3.1187625
mp-1212373,-0.3970436454999998,-0.40368408
mp-558317,-2.9986110416168588,-2.9777462
mp-1217189,-0.240953831848658,-0.22202551
mp-571457,-0.2826252176190473,-0.31636453
mp-1203952,-1.7637077903629033,-1.7562463
mp-603347,-0.378450851666666,-0.3796801
mp-1275606,-2.0017074679885063,-1.9681249
mp-1188018,-0.2855272075000004,-0.24362196
mp-39140,-2.9608900715086217,-2.9187872
mp-865130,-0.5300909400000009,-0.5163037
mp-1035395,-2.8563386187500006,-2.8064904
mp-1199452,-0.8212739153888885,-0.6808602
mp-562456,-2.278011913397436,-2.2393281
mp-1059552,-0.7215711174999999,-0.755837
mp-541493,-2.791035894545455,-2.7592933
mp-20627,-0.3984572132142853,-0.37058207
mp-849383,-2.562698326185344,-2.5696337
mp-1227447,-0.1673831185714274,-0.23932886
mp-778338,-1.982797137619048,-2.0119584
mp-754157,-2.677147133,-2.6034074
mp-1102145,-0.5697441266666665,-0.5316252
mp-1221144,-0.0349020816091956,-0.0913809
mp-929,-0.3113923850000013,-0.33290654
mp-1036988,-2.953399154921875,-2.9171393
mp-1275541,-2.0786696233651485,-1.9283911
mp-26977,-2.621958014637213,-2.5946724
mp-1079288,-1.0940172393333327,-1.1027012
mp-9942,-1.4095724084523815,-1.3726912
mp-18723,-2.271685090000001,-2.2398918
mp-643564,-1.7390656253472232,-1.7343776
mp-557018,-0.8072166908362078,-0.8702205
mp-673151,-1.8468479518421053,-1.8363786
mp-32711,-2.4911313632222223,-2.4848511
mp-974970,0.6891168873922413,0.7581243
mp-733613,-0.4998144668749994,-0.4806918
mp-771037,-2.239930832084438,-2.2384593
mp-1250066,-1.6386570159702378,-1.6740294
mp-1196452,-0.5131239090000008,-0.5278568
mp-1179967,-1.1192820704166664,-1.0188962
mp-755014,-2.3177042191666657,-2.310052
mp-1178140,-3.4801386906388885,-3.4668503
mp-1112985,-1.9205815770862071,-1.9569299
mp-1224502,-0.4910875766666673,-0.51544863
mp-776140,-2.3575923807298858,-2.3876867
mp-777378,-2.40290039000479,-2.4285762
mp-1187370,-0.7000659493750003,-0.7085026
mp-770287,-2.4322331979861107,-2.4100704
mp-753647,-2.2884580906060608,-2.2129374
mvc-609,-2.1515754307142854,-2.2127159
mvc-8281,-1.3813381648648653,-1.3470283
mvc-15999,-2.275673114615386,-2.411081
mp-1183369,0.0159259408333332,0.10346593
mp-1199206,-1.755044721397058,-1.7267184
mp-510030,-1.5719040914285702,-1.5402523
mp-771161,-2.746424906785714,-2.6612976
mp-1176929,-2.636266304818841,-2.6387317
mp-1207155,0.0445525900416669,-0.04612104
mp-574599,-0.9275959517582614,-0.8631301
mp-851270,-2.214144035335753,-2.2304902
mp-997040,-0.2505359768749997,-0.14035782
mp-573010,-1.840362268012315,-1.9548912
mp-1185780,0.5815551125000002,0.49140778
mp-17650,-1.2984356232499996,-1.2469459
mp-1189759,-0.4995235219999998,-0.52758795
mp-1094771,-0.0514506399999998,-0.05376805
mp-1080203,0.2055450050000002,0.33318102
mp-1227949,-3.2222429674166664,-3.197461
mp-1208665,-0.4400774333333331,-0.3207673
mp-504734,-0.5440106971428581,-0.21835314
mp-1201365,-0.2813445416666664,-0.40321323
mvc-2391,-3.2492998391025645,-3.3361216
mp-1043,0.0347818616666657,-0.048946925
mp-10961,-0.5789299850000003,-0.5522661
mp-28931,-1.9287047316666668,-1.898724
mp-1262735,-2.7678214069047624,-2.6989822
mp-1018025,-2.7116626091666665,-2.7116647
mp-774587,-1.8402736738259449,-1.8145151
mp-772272,-1.8077891383333324,-1.8217121
mp-2856,-0.2769908667816101,-0.2372073
mp-1074382,0.037031105,0.03941579
mvc-9157,-1.9033019061538456,-1.9095792
mp-1040079,-3.0099296845833337,-2.9762185
mp-764624,-2.271329209015151,-2.272512
mp-744747,-2.157712575482456,-2.1788428
mp-261,-0.2302079068750005,-0.18206419
mp-1192771,0.0035765559999996,0.067265175
mp-1102544,-0.7500392624999996,-0.6674883
mp-707841,-1.2458692521212114,-1.2227583
mp-756864,-2.279595191904762,-2.2162182
mp-1176033,-1.80655146940194,-1.816795
mp-1183719,-0.7593999869999998,-0.7078216
mp-1078895,-0.2524309279741379,-0.19729784
mp-568381,-0.1982191141666665,-0.19780786
mp-1021516,0.0760413329999997,-0.06429535
mp-1218812,-0.4339511877083333,-0.42635727
mp-1191170,-0.5745296423611114,-0.5429808
mp-571599,-0.6424738150000003,-0.5692768
mp-1221719,0.0140736516666682,0.055293776
mp-753920,-3.521177459135416,-3.5290911
mp-19433,-2.29870357448718,-2.3132687
mp-504281,-1.8840811527777783,-1.8630749
mp-1196268,-3.256477989516129,-3.264604
mp-554616,-2.505280746587301,-2.4703453
mp-555505,-2.401496383175288,-2.3855906
mp-776060,-2.381040459942529,-2.380214
mp-771040,-1.3522361516666663,-1.309972
mp-1106171,-0.3908676771052619,-0.37126654
mp-758659,-1.1551611791666665,-1.0730631
mvc-14332,-2.1353285425000004,-2.1086056
mp-1037782,-2.9078119296875,-2.8943188
mp-7017,-0.8883330566379308,-0.9772537
mp-862983,-1.4415949400000003,-1.3761371
mp-1147645,-2.0196121801674103,-2.0249586
mp-1184352,-0.4006643004166665,-0.42924783
mp-1095464,-0.8836192738888885,-0.8738959
mp-21172,0.3931263875000006,-0.010896647
mp-1102455,-0.7971399633333339,-0.83075476
mp-11819,-0.5766795916666666,-0.5874341
mp-862925,-0.8165784718750002,-0.8625632
mp-758532,-1.2016224713333337,-1.2032146
mp-1222841,-3.440274290729167,-3.450398
mp-1194652,-2.5228941049561406,-2.4452522
mp-776297,-2.6805203726785707,-2.6859305
mp-18502,-3.092744230000001,-3.0345342
mp-752643,-3.130379600459769,-3.1693094
mvc-8421,-1.9059020418750008,-2.1025922
mp-1217866,-0.004205737692308,0.00281978
mp-567944,-0.6746260839583336,-0.7592809
mp-1223833,-2.2265191144615386,-2.227832
mp-867544,-1.7061830023824456,-1.6706778
mp-866648,-0.5851666867857145,-0.66847146
mp-24377,-1.3560717002884617,-1.3723652
mp-1174541,-1.800742509376027,-1.8667479
mp-755097,-2.104302765694445,-2.0884032
mp-1267150,-2.581400558910256,-2.5830178
mp-679999,-0.9125083778768378,-0.90591323
mp-775445,-1.5723373089999997,-1.5447071
mp-1180476,-1.1948065664367815,-1.2105
mp-763192,-3.040058518854167,-3.0088346
mp-561180,-2.2284678807142857,-2.208885
mp-1194626,-2.4879537415434783,-2.56118
mp-4320,-1.2293109692500004,-1.2413195
mp-1184070,-0.7931882075000011,-0.81037676
mp-585202,-2.0700231136231886,-2.051452
